timestamp,vectormagnitude
2018-06-14 11:20:00,153.650000000
2018-06-14 11:20:05,0.000000000
2018-06-14 11:20:10,0.000000000
2018-06-14 11:20:15,0.000000000
2018-06-14 11:20:20,0.000000000
2018-06-14 11:20:25,0.000000000
2018-06-14 11:20:30,0.000000000
2018-06-14 11:20:35,0.000000000
2018-06-14 11:20:40,0.000000000
2018-06-14 11:20:45,0.000000000
2018-06-14 11:20:50,0.000000000
2018-06-14 11:20:55,0.000000000
2018-06-14 11:21:00,0.000000000
2018-06-14 11:21:05,0.000000000
2018-06-14 11:21:10,0.000000000
2018-06-14 11:21:15,0.000000000
2018-06-14 11:21:20,0.000000000
2018-06-14 11:21:25,0.000000000
2018-06-14 11:21:30,0.000000000
2018-06-14 11:21:35,0.000000000
2018-06-14 11:21:40,0.000000000
2018-06-14 11:21:45,0.000000000
2018-06-14 11:21:50,0.000000000
2018-06-14 11:21:55,0.000000000
2018-06-14 11:22:00,0.000000000
2018-06-14 11:22:05,0.000000000
2018-06-14 11:22:10,0.000000000
2018-06-14 11:22:15,0.000000000
2018-06-14 11:22:20,0.000000000
2018-06-14 11:22:25,0.000000000
2018-06-14 11:22:30,0.000000000
2018-06-14 11:22:35,0.000000000
2018-06-14 11:22:40,0.000000000
2018-06-14 11:22:45,0.000000000
2018-06-14 11:22:50,0.000000000
2018-06-14 11:22:55,0.000000000
2018-06-14 11:23:00,0.000000000
2018-06-14 11:23:05,0.000000000
2018-06-14 11:23:10,0.000000000
2018-06-14 11:23:15,0.000000000
2018-06-14 11:23:20,0.000000000
2018-06-14 11:23:25,0.000000000
2018-06-14 11:23:30,0.000000000
2018-06-14 11:23:35,0.000000000
2018-06-14 11:23:40,0.000000000
2018-06-14 11:23:45,0.000000000
2018-06-14 11:23:50,0.000000000
2018-06-14 11:23:55,0.000000000
2018-06-14 11:24:00,0.000000000
2018-06-14 11:24:05,0.000000000
2018-06-14 11:24:10,0.000000000
2018-06-14 11:24:15,0.000000000
2018-06-14 11:24:20,0.000000000
2018-06-14 11:24:25,0.000000000
2018-06-14 11:24:30,0.000000000
2018-06-14 11:24:35,0.000000000
2018-06-14 11:24:40,0.000000000
2018-06-14 11:24:45,0.000000000
2018-06-14 11:24:50,0.000000000
2018-06-14 11:24:55,0.000000000
2018-06-14 11:25:00,0.000000000
2018-06-14 11:25:05,0.000000000
2018-06-14 11:25:10,0.000000000
2018-06-14 11:25:15,0.000000000
2018-06-14 11:25:20,0.000000000
2018-06-14 11:25:25,0.000000000
2018-06-14 11:25:30,0.000000000
2018-06-14 11:25:35,0.000000000
2018-06-14 11:25:40,0.000000000
2018-06-14 11:25:45,0.000000000
2018-06-14 11:25:50,0.000000000
2018-06-14 11:25:55,0.000000000
2018-06-14 11:26:00,0.000000000
2018-06-14 11:26:05,0.000000000
2018-06-14 11:26:10,0.000000000
2018-06-14 11:26:15,0.000000000
2018-06-14 11:26:20,0.000000000
2018-06-14 11:26:25,0.000000000
2018-06-14 11:26:30,0.000000000
2018-06-14 11:26:35,0.000000000
2018-06-14 11:26:40,0.000000000
2018-06-14 11:26:45,0.000000000
2018-06-14 11:26:50,0.000000000
2018-06-14 11:26:55,0.000000000
2018-06-14 11:27:00,0.000000000
2018-06-14 11:27:05,0.000000000
2018-06-14 11:27:10,0.000000000
2018-06-14 11:27:15,0.000000000
2018-06-14 11:27:20,0.000000000
2018-06-14 11:27:25,0.000000000
2018-06-14 11:27:30,0.000000000
2018-06-14 11:27:35,0.000000000
2018-06-14 11:27:40,0.000000000
2018-06-14 11:27:45,0.000000000
2018-06-14 11:27:50,0.000000000
2018-06-14 11:27:55,0.000000000
2018-06-14 11:28:00,0.000000000
2018-06-14 11:28:05,0.000000000
2018-06-14 11:28:10,0.000000000
2018-06-14 11:28:15,0.000000000
2018-06-14 11:28:20,0.000000000
2018-06-14 11:28:25,0.000000000
2018-06-14 11:28:30,0.000000000
2018-06-14 11:28:35,0.000000000
2018-06-14 11:28:40,0.000000000
2018-06-14 11:28:45,0.000000000
2018-06-14 11:28:50,0.000000000
2018-06-14 11:28:55,0.000000000
2018-06-14 11:29:00,0.000000000
2018-06-14 11:29:05,0.000000000
2018-06-14 11:29:10,0.000000000
2018-06-14 11:29:15,0.000000000
2018-06-14 11:29:20,0.000000000
2018-06-14 11:29:25,0.000000000
2018-06-14 11:29:30,0.000000000
2018-06-14 11:29:35,0.000000000
2018-06-14 11:29:40,0.000000000
2018-06-14 11:29:45,0.000000000
2018-06-14 11:29:50,0.000000000
2018-06-14 11:29:55,0.000000000
2018-06-14 11:30:00,0.000000000
2018-06-14 11:30:05,0.000000000
2018-06-14 11:30:10,0.000000000
2018-06-14 11:30:15,0.000000000
2018-06-14 11:30:20,0.000000000
2018-06-14 11:30:25,0.000000000
2018-06-14 11:30:30,0.000000000
2018-06-14 11:30:35,0.000000000
2018-06-14 11:30:40,0.000000000
2018-06-14 11:30:45,0.000000000
2018-06-14 11:30:50,0.000000000
2018-06-14 11:30:55,0.000000000
2018-06-14 11:31:00,0.000000000
2018-06-14 11:31:05,0.000000000
2018-06-14 11:31:10,0.000000000
